name,state,total_population,median_household_income,gross_rent,median_home_value,total_in_labor_workforce,total_not_in_labor_workforce,total_education,education_no_hs,education_hs,education_associates,education_bachelors,education_graduate,total_occupancy_status,occupancy_status_occupied,occupancy_status_vacant,total_home_tenure,home_tenure_owner_occupied,home_tenure_renter_occupied,reporting_date,region_type,city
ZCTA5 33165,12,56133,50758,1378,287900,47922,19147,41733,8153,13880,8841,7227,3632,16902,16079,823,16079,10768,5311,2018-01-01,zipcode,Miami
ZCTA5 33166,12,24830,53717,1261,341600,21116,8205,18573,2721,4855,5111,3700,2186,9325,7908,1417,7908,3773,4135,2018-01-01,zipcode,Miami
ZCTA5 33167,12,19837,36870,1108,172700,16139,6387,13364,3508,4525,3606,1252,473,5994,5706,288,5706,3093,2613,2018-01-01,zipcode,Miami
ZCTA5 33168,12,29072,45395,1299,171800,23710,9017,19545,5203,7033,4853,1744,712,7159,6701,458,6701,4740,1961,2018-01-01,zipcode,Miami
ZCTA5 33169,12,41525,43331,1142,181700,32112,11795,26976,5081,8656,8286,3403,1550,13292,11777,1515,11777,6180,5597,2018-01-01,zipcode,Miami
ZCTA5 33170,12,13748,42946,1011,253000,10370,4486,8897,1820,3096,2270,1339,372,4070,3823,247,3823,2247,1576,2018-01-01,zipcode,Miami
ZCTA5 33172,12,43083,46983,1462,158700,36005,12621,31902,5144,9200,8140,6183,3235,15660,13687,1973,13687,6076,7611,2018-01-01,zipcode,Miami
ZCTA5 33173,12,32307,69414,1466,307000,26905,10279,23678,2479,5060,6550,6044,3545,11971,10977,994,10977,7733,3244,2018-01-01,zipcode,Miami
ZCTA5 33174,12,34015,46613,1264,253700,29755,12446,24160,6504,6003,5058,4586,2009,10193,9667,526,9667,5582,4085,2018-01-01,zipcode,Miami
ZCTA5 33175,12,55334,55304,1556,281400,47926,19439,41890,7239,13478,10155,7543,3475,16272,15655,617,15655,11703,3952,2018-01-01,zipcode,Miami
ZCTA5 33176,12,52461,70572,1371,376700,43599,15111,38040,3439,8613,11098,8807,6083,18793,17152,1641,17152,11638,5514,2018-01-01,zipcode,Miami
ZCTA5 33177,12,58129,58912,1425,236600,48231,19079,39873,6897,13898,10636,6220,2222,15240,14600,640,14600,10529,4071,2018-01-01,zipcode,Miami
ZCTA5 33178,12,51459,80554,2028,373800,38581,12078,32753,1624,5289,8534,10832,6474,19615,14891,4724,14891,7767,7124,2018-01-01,zipcode,Miami
ZCTA5 33179,12,45243,48456,1228,154600,37175,12566,32041,3842,8499,10358,5801,3541,18131,15886,2245,15886,9501,6385,2018-01-01,zipcode,Miami
ZCTA5 33180,12,31883,70014,1868,377700,27387,11295,25096,1163,3083,7421,7864,5565,23901,14729,9172,14729,9816,4913,2018-01-01,zipcode,Miami
ZCTA5 33181,12,19986,46038,1192,247100,16756,5886,14184,1809,3699,4107,3012,1557,9055,7435,1620,7435,2832,4603,2018-01-01,zipcode,Miami
ZCTA5 33182,12,17379,73785,1786,315700,15020,7863,12824,2889,3424,3011,2569,931,3891,3769,122,3769,3305,464,2018-01-01,zipcode,Miami
ZCTA5 33183,12,37504,56400,1440,233800,31007,11078,26572,3152,7120,8878,4863,2559,12214,11630,584,11630,7370,4260,2018-01-01,zipcode,Miami
ZCTA5 33184,12,21733,50569,1443,238600,19050,8068,16745,4753,4378,3220,3459,935,6371,6104,267,6104,4612,1492,2018-01-01,zipcode,Miami
ZCTA5 33185,12,30959,87438,2205,348900,25236,8632,21163,2534,4983,5490,5754,2402,8226,7954,272,7954,6758,1196,2018-01-01,zipcode,Miami
ZCTA5 33186,12,70614,69823,1676,278900,57677,20086,49778,3684,11505,17921,11052,5616,22986,21383,1603,21383,14387,6996,2018-01-01,zipcode,Miami
ZCTA5 33187,12,19286,75543,1955,329300,15771,5246,13565,2269,3243,3999,2852,1202,5417,5127,290,5127,4576,551,2018-01-01,zipcode,Miami
ZCTA5 33189,12,26937,54834,1158,244400,21057,6927,18300,2507,5811,5414,3294,1274,8591,7943,648,7943,4677,3266,2018-01-01,zipcode,Miami
ZCTA5 33190,12,16305,59057,1304,246000,12104,3428,10105,1085,2080,3554,2478,908,4846,4608,238,4608,1917,2691,2018-01-01,zipcode,Miami
ZCTA5 33193,12,51378,58004,1459,260100,42418,15209,35229,6637,8922,8624,8682,2364,14912,14402,510,14402,9102,5300,2018-01-01,zipcode,Miami
ZCTA5 33194,12,8485,112730,1818,345400,6880,3594,5690,1143,1384,1621,990,552,1563,1563,0,1563,1274,289,2018-01-01,zipcode,Miami
ZCTA5 33196,12,51752,73853,1804,300500,41532,14003,35044,3377,7622,11760,8714,3571,14962,13948,1014,13948,9254,4694,2018-01-01,zipcode,Miami
ZCTA5 33301,12,15062,90497,1965,570700,13792,4375,12631,589,1486,2850,4337,3369,10780,7675,3105,7675,3687,3988,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33304,12,18771,54749,1225,395000,16356,4638,15136,962,2913,4163,4384,2714,12961,9329,3632,9329,3418,5911,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33305,12,12425,67665,1348,395800,11398,3682,10835,383,1908,2615,3998,1931,8087,6466,1621,6466,3988,2478,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33306,12,3378,64125,1044,479300,2980,919,2838,67,366,890,833,682,2205,1752,453,1752,1113,639,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33308,12,27951,62768,1340,377700,25518,11434,24215,1250,5118,5904,6877,5066,23510,15485,8025,15485,10612,4873,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33309,12,40926,54639,1239,170500,32725,9459,29226,4862,9553,7839,4649,2323,14080,12974,1106,12974,7870,5104,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33311,12,73034,35075,1085,140600,54964,22109,46269,11936,16787,12211,3445,1890,26095,22430,3665,22430,9141,13289,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33312,12,53552,54918,1259,239500,42858,14056,37341,5128,10486,11003,7062,3662,20886,17769,3117,17769,10070,7699,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33313,12,62405,36410,1122,117800,48220,16779,39627,7788,14777,11322,3586,2154,23567,19653,3914,19653,8287,11366,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33314,12,26188,44785,1322,165300,21395,7375,17429,2533,5923,4508,3500,965,9899,8768,1131,8768,3802,4966,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33315,12,13362,61890,1361,289300,11856,3451,10919,1224,2877,3044,2510,1264,6937,6029,908,6029,3206,2823,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33316,12,9801,57862,1110,560000,9002,3868,8380,804,1387,2050,2505,1634,7919,5077,2842,5077,3132,1945,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33317,12,38360,65934,1290,285500,30375,10195,26713,3334,7041,7220,6088,3030,13309,12456,853,12456,9268,3188,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33319,12,47021,45531,1218,120500,38591,13389,33600,5127,10743,9976,5158,2596,23167,18181,4986,18181,11711,6470,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33321,12,47974,48986,1396,162600,40724,16372,36449,3721,10968,11261,6661,3838,22254,19836,2418,19836,14496,5340,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33322,12,39049,49681,1632,151900,33801,14038,30558,3140,7923,9535,6204,3756,19792,16111,3681,16111,12957,3154,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33323,12,21195,87667,1936,302000,17200,4718,14749,1106,2903,5004,3705,2031,8195,7038,1157,7038,4929,2109,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33324,12,48807,65297,1609,219000,40093,12005,35637,1710,7279,10814,9350,6484,22393,19217,3176,19217,10707,8510,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33325,12,28987,78367,1618,301400,23313,7269,19939,1536,5371,5644,4637,2751,10514,9099,1415,9099,6974,2125,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33326,12,32946,84910,1827,355900,25993,8584,22703,1098,3767,5943,7077,4818,13723,10847,2876,10847,7422,3425,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33327,12,23762,106414,2617,528800,16539,6516,13585,392,1589,2846,5178,3580,7044,6609,435,6609,5210,1399,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33328,12,28782,85858,1514,341300,23216,7605,19417,1111,4209,5750,4989,3358,10756,10166,590,10166,7828,2338,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33330,12,15226,122204,2657,506800,12477,4220,10072,544,1768,2905,2646,2209,4854,4612,242,4612,4218,394,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33331,12,25854,119518,2332,473400,19977,6228,16953,738,2240,4308,5412,4255,8205,7578,627,7578,6484,1094,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33332,12,11518,127708,2362,598100,9153,3006,7290,308,1026,1688,2160,2108,3598,3210,388,3210,2870,340,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33334,12,29478,51241,1125,261600,25257,6828,22785,3574,6133,6371,4393,2314,13804,12280,1524,12280,6635,5645,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33351,12,35581,58962,1457,203800,27989,8483,23650,2726,6416,7749,5089,1670,12554,11425,1129,11425,6077,5348,2018-01-01,zipcode,Fort lauderdale
ZCTA5 33401,12,28287,48767,1223,228100,24048,9022,19805,2616,4451,5344,4551,2843,16179,11588,4591,11588,4482,7106,2018-01-01,zipcode,West palm beach
ZCTA5 33403,12,12558,50320,1185,172400,10049,3022,8631,1732,2305,2478,1505,611,5097,4236,861,4236,1905,2331,2018-01-01,zipcode,West palm beach
ZCTA5 33404,12,28717,42044,1091,147900,22453,9286,19426,3035,6563,5219,2847,1762,15275,10002,5273,10002,5460,4542,2018-01-01,zipcode,West palm beach
ZCTA5 33405,12,20537,49770,1139,262000,16906,5665,15084,3179,4238,3393,2550,1724,8078,7021,1057,7021,4070,2951,2018-01-01,zipcode,West palm beach
ZCTA5 33406,12,26858,60142,1246,185300,21873,7332,18514,2778,5993,5638,3054,1051,9414,8580,834,8580,5505,3075,2018-01-01,zipcode,West palm beach
ZCTA5 33407,12,30928,41085,1086,163600,24792,8143,21165,4432,6528,5383,3004,1818,13123,10719,2404,10719,4576,6143,2018-01-01,zipcode,West palm beach
ZCTA5 33408,12,18248,73890,1319,349600,16503,7589,15269,855,2909,4144,4566,2795,12770,9025,3745,9025,6986,2039,2018-01-01,zipcode,North palm beach
ZCTA5 33409,12,33875,49256,1204,154600,26688,8414,21847,3859,5649,6238,4307,1794,12966,11116,1850,11116,4788,6328,2018-01-01,zipcode,West palm beach
ZCTA5 33410,12,35597,69037,1516,296200,30728,11275,27885,2015,6021,8740,7389,3720,17325,14869,2456,14869,9785,5084,2018-01-01,zipcode,Palm beach gardens
ZCTA5 33411,12,71587,68507,1362,267700,57720,20601,50198,4828,13470,15383,10663,5854,28217,24028,4189,24028,17610,6418,2018-01-01,zipcode,West palm beach
ZCTA5 33412,12,14918,89052,1947,348000,12827,5136,11516,729,2939,3532,2666,1650,6291,5320,971,5320,4648,672,2018-01-01,zipcode,West palm beach
ZCTA5 33413,12,17473,60635,1439,232300,13468,4396,11281,1688,2895,3888,1794,1016,5671,5099,572,5099,3249,1850,2018-01-01,zipcode,West palm beach
ZCTA5 33414,12,61301,86034,1751,349700,47875,16260,41091,2328,8339,12572,11211,6641,23331,19617,3714,19617,14423,5194,2018-01-01,zipcode,Wellington
ZCTA5 33415,12,51582,42077,1129,114400,40534,13455,33828,7261,11619,9251,4309,1388,18970,16516,2454,16516,9280,7236,2018-01-01,zipcode,West palm beach
ZCTA5 33417,12,33287,36228,1099,71100,26946,10895,23789,4114,7720,6823,3815,1317,18796,14246,4550,14246,8261,5985,2018-01-01,zipcode,West palm beach
ZCTA5 33418,12,40225,90130,1693,381600,34570,14612,31973,1371,5394,8559,9424,7225,21415,16864,4551,16864,13338,3526,2018-01-01,zipcode,Palm beach gardens
ZCTA5 33426,12,23155,57983,1534,183300,19697,6836,17152,1546,5326,5708,3195,1377,11121,9361,1760,9361,5614,3747,2018-01-01,zipcode,Boynton beach
ZCTA5 33428,12,41189,67500,1604,270500,33386,11644,28441,2132,7225,8460,7194,3430,15463,13682,1781,13682,9804,3878,2018-01-01,zipcode,Boca raton
ZCTA5 33430,12,22603,24840,616,102000,16704,7663,13567,5419,4334,2699,825,290,8453,7249,1204,7249,2254,4995,2018-01-01,zipcode,Belle glade
ZCTA5 33431,12,20967,74614,1573,380400,18116,7477,13876,662,2301,3544,4286,3083,9652,7576,2076,7576,5235,2341,2018-01-01,zipcode,Boca raton
ZCTA5 33432,12,19578,72425,1583,586800,18233,7937,16258,831,3078,3969,4385,3995,15480,10269,5211,10269,6469,3800,2018-01-01,zipcode,Boca raton
ZCTA5 33433,12,39954,62710,1755,287600,33933,15848,30168,1122,6291,7807,8923,6025,23462,18180,5282,18180,12503,5677,2018-01-01,zipcode,Boca raton
ZCTA5 33434,12,20006,56760,1103,235000,17852,9701,16841,1095,3537,4096,4581,3532,13811,9694,4117,9694,8087,1607,2018-01-01,zipcode,Boca raton
ZCTA5 33435,12,36423,46283,1423,160400,30640,12080,26817,4738,7325,7926,4613,2215,18250,13441,4809,13441,7735,5706,2018-01-01,zipcode,Boynton beach
ZCTA5 33436,12,44249,55735,1419,220400,37064,15360,33403,3010,7912,10352,8421,3708,21537,17401,4136,17401,12600,4801,2018-01-01,zipcode,Boynton beach
ZCTA5 33437,12,38921,61472,1462,275400,35192,21834,33574,1717,8111,9612,7867,6267,21355,18402,2953,18402,15978,2424,2018-01-01,zipcode,Boynton beach
ZCTA5 33438,12,265,56500,-666666666,112500,256,72,211,0,155,22,34,0,148,84,64,84,78,6,2018-01-01,zipcode,Canal point
ZCTA5 33440,12,19878,37359,795,71600,15657,6323,12872,4405,4624,2828,724,291,7953,6467,1486,6467,4147,2320,2018-01-01,zipcode,Clewiston
ZCTA5 33441,12,27050,46098,1179,211900,22986,7483,20242,3245,6544,5626,3382,1445,13748,11029,2719,11029,5377,5652,2018-01-01,zipcode,Deerfield beach
ZCTA5 33442,12,28846,45781,1589,131400,24791,10959,22390,1424,7152,6937,4262,2615,19407,13692,5715,13692,9090,4602,2018-01-01,zipcode,Deerfield beach
ZCTA5 33444,12,23770,53352,1270,277200,19815,6459,17119,3825,4603,4557,2799,1335,9449,8257,1192,8257,4313,3944,2018-01-01,zipcode,Delray beach
ZCTA5 33445,12,32261,53929,1540,203500,27972,11250,24478,2692,5631,6709,5706,3740,16963,13655,3308,13655,8439,5216,2018-01-01,zipcode,Delray beach
ZCTA5 33446,12,24983,56361,1109,272800,22898,14739,22143,1292,5005,5907,5691,4248,17680,12932,4748,12932,11040,1892,2018-01-01,zipcode,Delray beach
ZCTA5 33449,12,11602,116269,1913,417400,9149,3694,7603,273,1045,1976,2329,1980,4397,3802,595,3802,3590,212,2018-01-01,zipcode,Lake worth
ZCTA5 33455,12,22415,54113,1050,250600,19549,9912,18000,1447,4736,5438,4116,2263,12089,9854,2235,9854,8112,1742,2018-01-01,zipcode,Hobe sound
ZCTA5 33458,12,56642,82555,1513,346900,45588,13782,40036,3095,7568,11180,11394,6799,23633,21197,2436,21197,15051,6146,2018-01-01,zipcode,Jupiter
ZCTA5 33460,12,32688,37863,1048,199400,26073,8476,22672,7321,6008,5244,2704,1395,13269,11310,1959,11310,4729,6581,2018-01-01,zipcode,Lake worth
ZCTA5 33461,12,46344,41081,1156,128400,36342,12372,30896,8249,9462,8499,3227,1459,17679,14912,2767,14912,7079,7833,2018-01-01,zipcode,Lake worth
ZCTA5 33462,12,33173,52165,1175,200200,27646,10005,24678,4046,7800,6749,3977,2106,15213,12124,3089,12124,7159,4965,2018-01-01,zipcode,Lake worth
ZCTA5 33463,12,62043,52352,1274,174800,47109,14286,39048,8791,9938,11143,6676,2500,21018,18184,2834,18184,12596,5588,2018-01-01,zipcode,Lake worth
ZCTA5 33467,12,53339,69644,1204,286700,44726,19142,39394,3211,9656,11772,8706,6049,23398,19875,3523,19875,17141,2734,2018-01-01,zipcode,Lake worth
ZCTA5 33469,12,15195,76662,1350,356800,13378,6334,12178,319,2233,3538,3846,2242,8835,6805,2030,6805,5823,982,2018-01-01,zipcode,Jupiter
ZCTA5 33470,12,26384,83668,1805,306600,21721,6922,18028,2629,5333,6153,2724,1189,8826,7881,945,7881,7105,776,2018-01-01,zipcode,Loxahatchee
ZCTA5 33471,12,7155,38690,709,67000,6226,4006,5431,1438,2154,1246,422,171,3209,2086,1123,2086,1563,523,2018-01-01,zipcode,Moore haven
ZCTA5 33472,12,20039,74700,2142,279400,17088,8758,15742,492,3523,4911,4073,2743,8953,7940,1013,7940,7247,693,2018-01-01,zipcode,Boynton beach
ZCTA5 33473,12,11300,137895,2848,564800,8404,3350,7540,54,1216,1622,2673,1975,4191,3540,651,3540,2998,542,2018-01-01,zipcode,Boynton beach
ZCTA5 33476,12,8618,21748,563,96100,6540,2915,5439,1965,1653,1312,396,113,3120,2735,385,2735,1048,1687,2018-01-01,zipcode,Pahokee
ZCTA5 33477,12,13710,74614,1614,385200,12972,7491,12495,368,2493,3285,3720,2629,12145,7356,4789,7356,6002,1354,2018-01-01,zipcode,Jupiter
ZCTA5 33478,12,13015,103333,1857,371700,10607,3551,9784,526,2232,3303,2388,1335,4776,4506,270,4506,4403,103,2018-01-01,zipcode,Jupiter
ZCTA5 33480,12,10027,110756,1668,943000,9505,6219,9359,236,745,2289,3241,2848,11592,5615,5977,5615,4804,811,2018-01-01,zipcode,Palm beach
ZCTA5 33483,12,11904,83592,1660,544700,11039,5160,10369,451,1526,2260,3745,2387,9025,6051,2974,6051,4203,1848,2018-01-01,zipcode,Delray beach
ZCTA5 33484,12,26146,41044,1304,137600,24782,15239,23586,1573,6613,7125,4847,3428,18687,14332,4355,14332,11098,3234,2018-01-01,zipcode,Delray beach
ZCTA5 33486,12,24146,78931,1441,399100,19754,7252,17487,631,3928,4295,5611,3022,10738,9097,1641,9097,7286,1811,2018-01-01,zipcode,Boca raton
ZCTA5 33487,12,20176,80947,1798,386700,17309,7569,16113,573,2287,4580,5284,3389,12645,9168,3477,9168,7179,1989,2018-01-01,zipcode,Boca raton
ZCTA5 33493,12,5543,35104,819,83400,4873,3997,4401,1860,1587,705,169,80,794,540,254,540,257,283,2018-01-01,zipcode,South bay
ZCTA5 33496,12,21825,86461,1779,370400,19029,10220,17316,672,2740,4046,5311,4547,11982,9701,2281,9701,8403,1298,2018-01-01,zipcode,Boca raton
ZCTA5 33498,12,14404,99514,2646,404500,11623,4611,10386,360,1762,2710,3228,2326,5497,5165,332,5165,4879,286,2018-01-01,zipcode,Boca raton
ZCTA5 33503,12,204,-666666666,-666666666,267900,204,74,126,80,9,37,0,0,50,50,0,50,45,5,2018-01-01,zipcode,Balm
ZCTA5 33510,12,28176,58631,1118,160000,22656,8489,19352,1408,6405,6412,3715,1412,11237,10310,927,10310,6175,4135,2018-01-01,zipcode,Brandon
ZCTA5 33511,12,57642,57868,1209,186600,46189,15094,40167,3038,9708,14302,8899,4220,23945,21972,1973,21972,10746,11226,2018-01-01,zipcode,Brandon
ZCTA5 33513,12,12303,37761,697,93300,10481,6555,8963,1753,3672,2590,643,305,5171,3819,1352,3819,3091,728,2018-01-01,zipcode,Bushnell
ZCTA5 33514,12,2350,39145,816,87100,1654,759,1419,412,452,437,44,74,804,690,114,690,406,284,2018-01-01,zipcode,Center hill
ZCTA5 33521,12,430,32143,628,65000,338,186,332,46,184,86,14,2,300,184,116,184,138,46,2018-01-01,zipcode,Coleman
ZCTA5 33523,12,18387,45839,786,113000,14666,6280,12128,2569,4529,3130,1197,703,7701,6371,1330,6371,4287,2084,2018-01-01,zipcode,Dade city
ZCTA5 33525,12,20449,52865,783,141600,17129,8683,14177,1837,4820,4498,2094,928,8674,7249,1425,7249,5252,1997,2018-01-01,zipcode,Dade city
ZCTA5 33527,12,14850,55841,889,220600,11689,4758,10033,2665,3173,2634,1119,442,5321,4753,568,4753,3521,1232,2018-01-01,zipcode,Dover
ZCTA5 33534,12,16487,49596,1024,165200,11947,4329,9803,2099,3177,2887,1152,488,5522,4942,580,4942,3193,1749,2018-01-01,zipcode,Gibsonton
ZCTA5 33538,12,4523,35849,780,85000,3851,2092,3506,746,1453,907,271,129,2866,1939,927,1939,1502,437,2018-01-01,zipcode,Lake panasoffkee
ZCTA5 33540,12,8737,35602,773,70900,7428,4137,6756,1123,2850,2004,578,201,5261,3846,1415,3846,2742,1104,2018-01-01,zipcode,Zephyrhills
ZCTA5 33541,12,19900,39334,954,69300,17463,11247,16304,2529,6591,5005,1410,769,12560,8868,3692,8868,6953,1915,2018-01-01,zipcode,Zephyrhills
ZCTA5 33542,12,21101,33956,815,69400,18093,10832,16425,2522,6367,5482,1412,642,13315,9792,3523,9792,6901,2891,2018-01-01,zipcode,Zephyrhills
ZCTA5 33543,12,26172,80443,1413,208200,20537,7240,17765,1071,3786,5777,4331,2800,10049,8944,1105,8944,7177,1767,2018-01-01,zipcode,Wesley chapel
ZCTA5 33544,12,27606,81115,1474,241200,20776,6266,17915,1582,3828,4945,4934,2626,9838,9304,534,9304,6572,2732,2018-01-01,zipcode,Wesley chapel
ZCTA5 33545,12,18522,77705,1510,198100,13832,3939,11694,691,2450,4458,2712,1383,6207,5814,393,5814,4294,1520,2018-01-01,zipcode,Wesley chapel
ZCTA5 33547,12,24813,103167,1772,316900,17442,5796,14972,798,2655,3548,4671,3300,8524,7916,608,7916,6556,1360,2018-01-01,zipcode,Lithia
ZCTA5 33548,12,7063,106182,1354,346500,5783,2177,5088,163,1010,1487,1543,885,2688,2545,143,2545,2262,283,2018-01-01,zipcode,Lutz
ZCTA5 33549,12,18015,71176,1047,220300,14859,5761,12996,782,3110,4428,2785,1891,7320,6858,462,6858,5278,1580,2018-01-01,zipcode,Lutz
ZCTA5 33556,12,22978,100456,1301,361800,18291,6874,16131,941,3307,4500,4441,2942,8936,7958,978,7958,7238,720,2018-01-01,zipcode,Odessa
ZCTA5 33558,12,22843,78391,1037,329300,17784,5972,15478,567,2903,4324,4914,2770,9516,8688,828,8688,5947,2741,2018-01-01,zipcode,Lutz
ZCTA5 33559,12,17731,63414,1174,176100,14703,4141,12016,788,2754,3989,2540,1945,7335,6663,672,6663,3843,2820,2018-01-01,zipcode,Lutz
ZCTA5 33563,12,27875,44121,915,122200,21214,7770,17862,3617,6938,4786,1848,673,10819,9683,1136,9683,5269,4414,2018-01-01,zipcode,Plant city
ZCTA5 33565,12,17311,53883,948,157500,13940,6149,12450,2135,4972,3455,1321,567,6767,6085,682,6085,4791,1294,2018-01-01,zipcode,Plant city
ZCTA5 33566,12,20602,61201,959,191600,15788,5820,13468,2303,4337,3327,2400,1101,7720,7035,685,7035,5096,1939,2018-01-01,zipcode,Plant city
ZCTA5 33567,12,12318,49403,730,173700,9247,3208,7901,2180,2519,2001,887,314,3924,3692,232,3692,2766,926,2018-01-01,zipcode,Plant city
ZCTA5 33569,12,27428,65761,1345,201400,21354,7928,18550,1324,5018,6461,3635,2112,10316,9617,699,9617,7742,1875,2018-01-01,zipcode,Riverview
ZCTA5 33570,12,27821,50809,892,158200,21528,8680,18687,3467,5992,6219,1847,1162,11695,9311,2384,9311,6712,2599,2018-01-01,zipcode,Ruskin
ZCTA5 33572,12,18998,83642,1574,260400,15546,5465,14289,790,3085,4924,3428,2062,8374,7613,761,7613,6433,1180,2018-01-01,zipcode,Apollo beach
ZCTA5 33573,12,22412,46681,1801,162500,21198,16181,20678,1029,5806,7123,3944,2776,14916,12630,2286,12630,10031,2599,2018-01-01,zipcode,Sun city center
ZCTA5 33576,12,4654,58431,740,183000,4220,2618,3865,230,1140,1507,561,427,2380,2061,319,2061,1829,232,2018-01-01,zipcode,San antonio
ZCTA5 33578,12,49634,61604,1198,181200,38524,10511,32994,2277,8410,12104,7111,3092,19851,18564,1287,18564,9919,8645,2018-01-01,zipcode,Riverview
ZCTA5 33579,12,34271,81635,1687,207400,25417,7220,21782,2111,5231,7378,4440,2622,11374,10390,984,10390,8065,2325,2018-01-01,zipcode,Riverview
ZCTA5 33584,12,27153,62899,1128,160600,21351,7475,18753,1970,6237,6295,3073,1178,10079,9258,821,9258,7099,2159,2018-01-01,zipcode,Seffner
ZCTA5 33585,12,1394,47339,781,164000,1101,585,1031,120,613,233,41,24,565,480,85,480,399,81,2018-01-01,zipcode,Sumterville
ZCTA5 33592,12,11068,38297,813,101300,8874,4007,7402,1305,2867,1854,985,391,4515,3989,526,3989,2674,1315,2018-01-01,zipcode,Thonotosassa
ZCTA5 33594,12,35465,63853,1353,176800,28005,10070,24927,2506,7350,8292,4705,2074,13521,12663,858,12663,10256,2407,2018-01-01,zipcode,Valrico
ZCTA5 33596,12,30015,99210,1618,260400,23706,8080,20277,822,4222,6010,6130,3093,10366,9893,473,9893,8546,1347,2018-01-01,zipcode,Valrico
ZCTA5 33597,12,8207,50385,791,106800,6773,3096,5952,1147,2319,1840,480,166,3738,2843,895,2843,2411,432,2018-01-01,zipcode,Webster
ZCTA5 33598,12,18226,61650,817,221800,13633,5556,11925,3671,3252,2831,1316,855,6226,5453,773,5453,4164,1289,2018-01-01,zipcode,Wimauma
ZCTA5 33602,12,14409,71043,1551,305300,12765,3813,11588,1011,1663,2715,3044,3155,9260,7865,1395,7865,3084,4781,2018-01-01,zipcode,Tampa
