streetAddress,city,state,zipcode,latitude,longitude,price,homeStatus,datePosted,description
134 E Bethany Home Rd,Phoenix,AZ,85012,33.524185,-112.07165,800000.0,FOR_SALE,2023-03-21,Maricopa County Assessor's Office says the lot is 21288 square feet and Zoning is R1-10. Developer could divide the lot and try building 2 high price homes.
1636 E Palmaire Ave,Phoenix,AZ,85020,33.541225,-112.0458,824900.0,FOR_SALE,2023-03-18,"Motivated Sellers! Bring your Buyers to this gorgeous custom home in the gated community, Squaw Peak Villas. This home is move-in ready and beautifully remodeled with high end finishes! Main level you will find spacious living spaces, an open kitchen with a view, full bath and Large Office/Den, with a Murphy bed. Second level offers a large Primary Suite with city lights and mountain views, along with three additional Bedrooms. Perfect lock and leave in one of the best neighborhoods of Phoenix!"
6612 E Pershing Ave,Scottsdale,AZ,85254,33.60573,-111.938324,849990.0,FOR_SALE,2023-03-06,"Beautifully updated single level home with sparkling swimming pool located in highly-rated Paradise Valley School District, and close to dining, shopping and entertainment in nearby Kierland Commons.  This home has it all with a modern open floor plan with kitchen island, upgraded cabinets, countertops and appliances, cozy fireplace, well-lit with modern ceiling lighting, upgraded bathrooms, and wood shutters. You'll love the spacious back yard with covered patio and pool with available safety cover. The pool is in need of repairs. All of this and more... Plus, No HOA!"
14809 N 50th St,Scottsdale,AZ,85254,33.621754,-111.97252,899900.0,FOR_SALE,2023-02-25,"BEAUTIFULLY REMODELED in the Magic 85254 Zip Code, this move-in ready home has an incredible open floor plan, exquisitely redone professional kitchen and updated entertainers yard. An impressive double door entry reveals modern finishes throughout. Brand new designer lighting, sleek floors, fresh paint, new carpet and large picture windows. Ready for a cooking episode, the island kitchen has stainless Bosch and Frigidaire appliances, quartz counters, custom soft close cabinetry and professional cook hood. Double closets, spa worthy bath and French exit in the primary suite. Emerald lawn, PebbleTec pool with dive board and all new tile surround out back. Bonus air conditioned shed! New water heater. Salt water softener. Just minutes to Valley freeways, shopping, dining and entertainment. Beautifully remodeled over 2,100 square foot home in the Magic 85254 Zip Code. Scottsdale mailing address. Phoenix taxes, utilities and zoning. Paradise Valley schools. 
Solid block constructed in 1980 in the Liberty Square subdivision. No HOA. 
The open plan is an entertainer's dream! 
Ready for a cooking episode, the island kitchen has stainless Bosch and Frigidaire appliances, quartz counters, custom soft close cabinetry and professional cook hood.
Retreat to the primary suite at days end. Enjoy the spa worthy bath. Striking redone shower, custom cabinetry and elevated sinks. Double closets for plentiful storage. The French exit opens to the beautiful yard. 
The over 10,000 square foot lot includes a gorgeous PebbleTec pool with dive board! All new tile surround, emerald lawn, and covered patio. Don't miss the air conditioned shed out back! Could be a craft room, art studio, or simply used for storage. 
Hero soft water system. New water heater. RV gate/parking. Custom cabinetry and work area in the two car garage.   
Sought-after location minutes to Valley freeways, Kierland Commons, Scottsdale Quarter, Desert Ridge Marketplace, WestWorld, world-class golf courses, fine dining, entertainment and more. The Phoenix Sky Harbor International Airport is just twenty minutes away."
15414 N 41st St,Phoenix,AZ,85032,33.62709,-111.99348,830000.0,FOR_SALE,2023-02-23,"Welcome to your oasis in the heart of the North East Valley! This property unveils a home of dreams, a harmonious blend of comfort and convenience. Nestled upon one of the few larger, centrally located lots.   As you approach, a Spanish-style facade greets you, adorned with arched and covered front entry patio, inviting you to uncover the treasures that lie within. First, let your eyes dance across the expanse of the NEW roof, a testament to the care and attention poured into this dwelling. With desert landscaping gracing the surroundings, creating an atmosphere of ease and low maintenance.  Step into the heart of the home, where culinary delights await in the brand-new kitchen. Imbued with the spirit of modern elegance, this space beckons you to unleash your culinary creativity. As you journey further, revel in the allure of new flooring underfoot. Immerse yourself in the serenity of two vast living spaces, ready to accommodate your every desire.  

Nature beckons you outside, where a back covered patio awaits your indulgence. Accessible from the master bedroom, living room, and family room, this enchanting retreat becomes an extension of your inner sanctuary. Take a refreshing dip in the pool or just relax on the patio with your morning coffee or tea. 

With three generously proportioned bedrooms, this haven provides ample space for your dreams to unfold. The two 3/4 bathrooms and a full bathroom stand as a testament to the thoughtfulness behind every detail. The formal dining area, seamlessly connected to the kitchen and living room, invites cherished conversations and gatherings, creating a space for entertaining or just enjoying a quiet time. 

Embrace the freedom of no HOA, where you are the master of your domain. Bring your cherished toys, your noble steeds, your loyal companions. Here, the canvas is yours to paint, and the possibilities are endless. With a full price offer seller will credit buyer $15,000.00 for pool repairs. 

Come, unlock the door to your new place to call home."
22611 N 39th Ter,Phoenix,AZ,85050,33.691902,-111.98582,825000.0,FOR_SALE,2022-11-10,"Aviano at Desert Ridge. Interior lot location. Amazing floorplan! If you love to entertain, this is it! Open concept great room with gas fireplace. Huge walk-in pantry. 3 bedrooms and a loft upstairs. Private office, gym or 4th bedroom downstairs. Soaring ceilings, large bedrooms and beautiful hardwood flooring are just a few attributes to this home. The main bedroom is oversized with a sitting area, perfect for an additional office or yoga space. Massive owner's walk-in closet. Separate tub, shower and double vanity. Private balcony. Low maintenance yard with turf and desert landscaping. Exterior and interior paint recently updated. Enjoy Aviano Community amenities; gym, pool, tennis, pickleball, club house, basketball and community events."
31025 N 47th St,Cave Creek,AZ,85331,33.767452,-111.97972,890000.0,FOR_SALE,2023-09-07,"In the sought-after Sonoran Vista gated community, this Territorial-style gem rests on a half-acre lot. Boasting 3 bedrooms plus a den, it offers abundant living space. The kitchen boasts Southwest accents, central island, Stainless Kitchen Aid appliances, built-in refrigerator, built-in ice machine, and stunning granite countertops. The home features Saltillo tile, plantation shutters, and electric solar shades. The primary bedroom, with a cozy fireplace, opens to the resort-style backyard with a built-in BBQ, beehive fireplace, covered patio, pool/spa, dry sauna, and owned solar. The garage provides storage with cabinets, epoxy flooring. An additional patio features a charming fountain. Discover premier gated community living--a must-see opportunity."
5343 E Grandview Rd,Scottsdale,AZ,85254,33.63455,-111.96557,885000.0,FOR_SALE,2023-09-07,"Grandview Gem: Nestled in the heart of the esteemed Summit Ridge neighborhood, this home highlights the essence of upscale family living. With its prime location, strategic upgrades, and a host of convenient amenities, this is the epitome of Scottsdale living. As you enter the first thing you'll notice are gleaming granite countertops adorning the kitchen - a chef's dream. The interior displays the perfect blend of elegance and practicality with wood laminate flooring adding a touch of sophistication while easy to maintain. New carpeting throughout the bedrooms ensures comfort and style into every corner of this home. Fresh, popular interior paint grace the walls, creating a canvas ready for a personal touch. Each room exudes warmth and charm, inviting you to make lasting memories with family and friends. But now step outside into your private oasis, complete with a sparkling pool and soothing spa, perfect for relaxing under the Arizona sun. The generously-sized backyard includes a lush grass play area, ideal for family gatherings and outdoor fun. Your very own paradise awaits. One of the most significant selling points is unparalleled convenience. Just minutes away is the world-renowned Mayo Clinic, premier Scottsdale shopping and entertainment, and highly rated schools. Plus, Desert Horizon Park is a mere stroll away, offering endless recreational opportunities for the entire family. The home's north-south exposure ensures abundant natural light throughout the day. And whether you're hosting a summer barbecue or enjoying a cozy winter evening by the wood stove fireplace, this home accommodates every season of life. But it's not just about the house; it's about the neighborhood. Summit Ridge is a welcoming community where neighbors become friends, and the streets are lined with nicely landscaped homes, a place where children ride bikes and families gather, fostering a true sense of community. In conclusion, this Grandview Gem is more than a house; it's a lifestyle. With smart upgrades, convenient location, and welcoming neighborhood, it's the perfect place to call home. Let this be the opportunity to make this your family's dream haven in Scottsdale."
5516 N 11th St,Phoenix,AZ,85014,33.517086,-112.05937,899999.0,FOR_SALE,2023-09-07,"This home has been completely remodeled inside and out. It was pulled off market to add a BRAND NEW ROOF on both the main house and detached garage or bonus room (water and electric in detached garage). The HVAC system and ducts are all new, plumbing and sewers have been updated throughout the home. Also this home features a Hot Water on Demand system! This elegant remodel is MOVE in READY and includes a beautiful Chef's Dream Kitchen with a 48"" wide 8 burner Double Oven Stove, side by side Full Size Fridge and Freezer, ice maker and full drawer microwave. The dining room has a long Wine Bar with Sink and Wine Fridge and floating shelves. The living room features a color changing Electric Fireplace and bay window to the large fenced front lawn so your kiddos can play outside. There is an amazing split floor plan with the primary bedroom, bathroom with dual showerheads, and huge walk in closet in the back of the home with French doors out to the Golf Putting Green with a Lemon Tree and fenced in POOL. There are two bedrooms in the front of the house, as well as a fourth bedroom near the primary which would make a great nursery or home office or workout room. If you are an entrepreneur this home is walking distance to the chamber of commerce and better business bureau in Central Phoenix. There is a two car detached garage with alley access in the back and an additional single car garage in the front with plenty of driveway parking too. There is a laundry room off the garage and the third bathroom which gives access to the backyard so no need to run through the house in a wet bathing suit. This home is in a great location with quick access to the 51 and 17 freeways, as well as shopping and restaurants."
4417 W El Cortez Trl,Phoenix,AZ,85083,33.718063,-112.15598,850000.0,FOR_SALE,2023-09-07,Rare chance at this amazing fixer-upper. Beautiful cul-de-sac lot with large backyard that backs to open space. Outstanding opportunity in the majestic neighborhood. More pictures coming soon.
3515 E Piccadilly Rd,Phoenix,AZ,85018,33.493465,-112.005684,850000.0,FOR_SALE,2023-09-06,"*This is THE home you have been waiting for, the one that checks all of the boxes! * Located in the highly desirable Arcadia Lite & situated in a private cul-de-sac, this 4 bedroom, 2 bathroom dream home has barely been lived in and completely remodeled from head to toe in 2020 * Enter through the darling turquoise door & into an open + light great room w/ stunning kitchen that features a large, pedestal island, marble counters, SS appliances (gas range), shaker cabinetry & custom pendant lighting * Porcelain, wood-like tile t/o * Spacious Primary Suite w/ walk-in closet & barn door leading to beautiful bathroom w/ double sinks w/ & walk-in shower * 3 good-sized guest bedrooms & large guest bath w/ double sinks * Spacious laundry room w/ custom tile & both washer + dryer are conveying * Low maintenance backyard with covered patio * Walk to Arcadia favorites such as Zipps, Beckett's Table, The Market, Sip, The Stand and so much more! * Don't miss out on this home, it's the one! *"
1619 E Silverwood Dr,Phoenix,AZ,85048,33.300198,-112.04786,875000.0,FOR_SALE,2023-09-03,"In the popular family friendly gated, subdivision of Shadow Rock @ The Foothills. This remodeled beauty boasts a chef's kitchen with Quartz counter-tops, large, open floor plan with 4 bedrooms, and 3 bathrooms. The flooring is all tile. The kitchen was remodeled in 2015. The owner's suite was remodeled in 2019. New roof in 2022. The windows were replaced in 2014. The large yard has over 16,500 square feet of space with a pebble sheen pool and raised hot tub. Raised flower or vegetable beds. Tall, vaulted ceilings make this home seem larger than it is.  Storage is ample in this home. A queen size murphy bed becomes a desk in only a minute or two-this is great for a home office or guest room."
1310 W Palmaire Ave,Phoenix,AZ,85021,33.54156,-112.0895,899900.0,FOR_SALE,2023-09-02,"Step into this stunning, rare find, classic mid-century remodel, in a fantastic North Central location. This home offers timeless, high-quality finishes & fixtures throughout! This home by Architect Ralph Haver has everything from an open concept floor plan with plenty of natural light. The front entrance leads into the open living space featuring fireplace and LVP flooring throughout. The home boasts SOLLiD Cabinetry, quartz counters & all new windows. Low maintenance backyard features a sparkling diving pool. New roof added July 2023. BONUS FEATURE!! There is a guest house with a separate entrance from the side yard. The guest house is just under 600sf. 1bd-3/4 bath with full living room and kitchen. It has a separate AC and water heater. This could be the primary suite or an AirBNB"
5805 W Plum Rd,Phoenix,AZ,85083,33.73641,-112.18462,869000.0,FOR_SALE,2023-09-01,"ENJOY MOUNTAIN VIEWs from almost every room in this lovely almost 3900 sf tri-level home. Think of your new home as a canvas just waiting for your personal vision.  Barely lived in with original one person owner, everything is in excellent condition. Even has 2 brand new A/C units installed recently. A spacious center island kitchen is all granite/ stainless steel overlooking huge family room that boasts a separate bonus room & sliders to pool sized, backyard backing to green belt w/lovely sunset views. Upper level loft is huge & again offers incredible mtn views (thinking theater room anyone ?) All secondary bedrms are large & 2nd one boasts a Juilette balcony & walk in closet. Spacious Owners suite w/soaking tub & lrg walk in closet.  Located close to schools, parks, shopping, etc."
2201 E Amelia Ave,Phoenix,AZ,85016,33.49362,-112.03428,850000.0,FOR_SALE,2023-09-01,"Step into this utterly breathtaking, fully remodeled home, and perfectly situated in a coveted location near Arcadia and Biltmore. Impeccable home professionally designed, this residence boasts 4 bedrooms, 4 bathrooms, and an open split floor plan, and a backyard oasis that will leave you speechless. Get ready to enjoy endless days of relaxation and entertainment with a sparkling pool and a full-size Pickle ball court. As you enter, you'll be greeted by a spacious and inviting open floor plan, adorned with a large sitting area and a dining area that are perfect for hosting gatherings and creating unforgettable memories. The kitchen is an absolute showstopper, featuring abundant storage, stunning quartz countertops, an oversized waterfall island, a floor-to-ceiling backsplash, and eye-catching floating shelves. The soft glow of sconce lighting adds a touch of elegance, making this home truly remarkable. Unwind in the master bedroom, a haven of tranquility, boasting a spa-like bathroom. From top to bottom, every detail of this retreat has been thoughtfully designed for your ultimate relaxation and rejuvenation. Don't let this opportunity slip away - seize your chance to own this gem of a home. Whether you're seeking luxurious comfort or an entertainer's paradise, this residence has it all. See this home today and make your dreams a reality!"
2025 N Richland St,Phoenix,AZ,85006,33.470333,-112.06259,850000.0,FOR_SALE,2023-09-01,"Nestled within the enchanting ambiance of Coronado's historic district, this well-maintained triplex presents a unique opportunity for comfortable urban living. It's crafted with classic block construction boasting a well-thought-out layout encompassing 2 beds, 1 bath. Each residence features private patio space and covered parking. Enjoy the convenience of on-site laundry. Recent upgrades include Roof, HVAC units, and Flooring.  Investing in this triplex offers several compelling benefits for investors: The property's prime location in the historic district of Coronado, close to downtown amenities, enhances its potential for attracting tenants. The demand for housing in well-established and well-connected neighborhoods can lead to consistent occupancy and potentially higher rental rate."
3424 E Pike St,Phoenix,AZ,85050,33.690067,-112.006424,899900.0,FOR_SALE,2023-09-01,"Located in the highly sought-after Sky Crossing community, this stunning contemporary home offers aluxurious and inviting experienc with 3 bedrooms, 2.5 baths, a bonus room and a large upstairs loft.  Step inside and be greeted by a grand foyer that leads to an open-concept living space, with natural light cascading through large windows. Gourmet kitchen with sleek quartz countertops, extended & soft close cabinets, GE Monogram appliances, walk-in pantry and a large center island. Perfect for everydaycooking & entertaining. Home has over $150k in upgrades. Primary suite is a true sanctuary, featuring a spa-like ensuite bathroom with dual sinks, soaking tub, separate shower and a large walk-in closet. Backyard is a private haven with north/south exposure, covered patio for al fresco dining, a gas fire pit, extended travertine patio and synthetic turf, providing
plenty of space for outdoor activities & gardening. Community offers an array of resort-style amenities, including a pool, fitness center, basketball courts, parks and playgrounds! Situated in the Paradise Valley School District, this home provides convenient access to shopping, dining, entertainment, & major highways. Explore nearby hiking trails, enjoy retail therapy at Desert Ridge Marketplace. Don't miss this beauty!"
14280 S 12th Pl,Phoenix,AZ,85048,33.315998,-112.05844,899000.0,FOR_SALE,2023-09-01,"Welcome Home...Enjoy Incredible views with amazing sunsets...The Ahwatukee Foothills at its finest. Hike & bike the numerous desert trails, right across the street, including Telegraph pass. Walk to A+ Kyrene schools, literally next door. Custom Stone pillar RV gate with huge storage area for all your toys! Entire interior of the home has been remodeled from the concrete slab up. Custom kitchen with GE Profile stainless steel appliances. Solid hand crafted maple wood cabinets. Granite countertops with granite backsplash and custom copper sinks are throughout the entire home. Wine fridge built into the large center island. Kitchen opens to the family room creating a great entertainment space with vaulted ceilings. Amazing custom floor to ceiling stone fireplace with custom mantel. 6"" solid wood baseboards. Custom shelving & cabinetry, and custom wooden window frames complete the space. Huge master suite. Master bath with granite countertops, custom cabinetry, Jacuzzi tub, custom ceramic tiled shower with body sprayers and huge walk in closet. Walk out the French doors with retractable screens to the extended covered patio and the oversized backyard oasis. Relax and enjoy in the pebble tec pool, sip a cold beverage and soak your sore muscles in your custom 2023 Sundance Maxxus 880 series Luxury Spa, Gaze at the custom Fire pit feature and enjoy the golf course like grass. Look at these updates for turnkey move-in for years to come...2017 ROOF, hardwood floors and staircase, paint inside. 2018 water heater. 2022 American Standard 5 ton Main level A/C units. Custom Solid Maple cabinets w/soft close door & drawers throughout entire home, ALL pool equipment. 2023 exterior paint. Commercial water filtration and softening system with 5-stage R/O system at kitchen faucet. Custom shutters in living / dining rooms with 2"" real wood blinds throughout. This turnkey home allows you to come home, pour a cold drink, soak away the day in your hot tub and watch a magnificent sunset."
233 W Betty Elyse Ln,Phoenix,AZ,85023,33.62705,-112.07754,855000.0,FOR_SALE,2023-08-28,"Welcome to this private & luxurious home nestled in the heart of Moon Valley! With its prime location just a short walk from the Moon Valley Park and only minutes from top-rated public golf courses, this stunning property is the perfect place to unwind. It is meticulously maintained with many upgrades including windows & flooring. Experience the spacious & beautifully designed living area with 5 well-appointed bedrooms & 4 modern baths. For some friendly competition & entertainment, there's a large game room which can be re-converted into a 2 car garage. The backyard is an absolute paradise! Lounge on the hanging daybed, soak in the spa, take a refreshing dip in the pool, or challenge your friends & family to a game of bocce or putting on the green. This home is an active vacation rental"
4617 E Emile Zola Ave,Phoenix,AZ,85032,33.608543,-111.981346,899999.0,FOR_SALE,2023-08-28,"Looking for a charming, updated, and completely renovated 2050 sq. ft. home centrally located in a quiet upscale central Phoenix neighborhood, with less traffic and congestion, that's close to all major entertainment and shopping venues. Besides Costco and Home Depot, there's Scottsdale Quarter, Kierland, Desert Ridge, Old Town Scottsdale, dozens of golf courses, Cardinal Stadium, and an unending array of Restaurants. This 4 bedroom 2 bath home has it all. Convert the 4th bedroom to an office and you have family living at its best while working from home. This maintenance free home is ready for a family. Or, if not, then consider it as a profitable rental investment, or better yet, a short-term vacation rental with a gorgeous private backyard and no HOA or deed restrictions. No expense was spared in the remodel to create a resort-like outdoor living space that's calming, relaxing, and most of all, insulated from any traffic or city noise. Brand new maintenance free artificial turf with a professionally designed putting green is only the start. Soak under the stars year round in a brand new spa. Or swim year round in a sparkling heated pebble-tec pool with a new rock waterfall displaying a gentle cascade of water as well as a pleasant visual.  

The improvements to the back & front yards are too many to mention: an updated irrigation system with new valves, drip heads, and automatic timer. There's new pool equipment with a variable speed pump, new filter, valves, and heater; New Landscaping with rich and colorful plantings, including new scrubs, Palm trees, flowering perennials as well as the entire property re-covered with more than 40 tons of decorative landscape stone. A new Belgrade paver walkway with outdoor lighting enhanced with mature fruit trees & palm trees add to the elegance of the home. Even the paint used, interior and exterior, is Benjamin Moore's top of the line pearl & semi-gloss, considered the absolute best paint available. 

Pop-corn ceilings were removed in the garage and the walls and ceiling were re-coated and re-plastered before being finished. Of course, there a new steel garage door with the latest Wi-Fi opener. New storage cabinets in the garage and a glistening new epoxy floor welcomes you home when you park your vehicles. The family room now brings a new elegance to the home with a built in electric heating fireplace framed with a beautiful marble accented wall. All interior doors, including trim and casings have been replaced including all new satin nickel hardware. In addition, all exterior doors have been replaced. No house renovation would be complete without a window upgrade: Milgard Tuscany series, Sun-Coat Max double pain Energy Star windows were used not only for their beauty, but for maximum energy efficiency. Also to keep heating bills low, 24"" of cellulose insulation was blow-in to the attic completely enhancing the cooling and heating effect of the Trane 16 Seer HVAC system that was also newly installed. Of course there are all new appliances and granite countertops included in the completely renovated Kitchen. And in the hall bath there is a new Kohler enameled cast iron tub along with a newly tiled decorator tub surround. 

PLEASE SEE DOCUMENTS TAB FOR A COMPLETE LIST OF RENOVATIONS & UPGRADES."
14208 N 57th Pl,Scottsdale,AZ,85254,33.61551,-111.95808,859000.0,FOR_SALE,2023-08-28,"Fantastic find in the magical 85254 zip code!  Here we have 4 Bedrooms, 3 Car Garage, RV Gate and Pool!  The home has been very well maintained and has been updated over the years.  New roof with radiant barrier in 2019, all new easy maintenance landscaping in 2020, and a freshly remodeled master bath in 2021, new dual pane windows in 2018.  As you enter trough a gated courtyard with travertine pavers you will notice a new modern steel door (installed in 2020).  The home features high vaulted ceilings, very large kitchen with granite countertops and travertine flooring. Fourth bedroom has built in extra storage, can be removed. Built in entertainment center with electric fireplace and stone surround. Outside you will find a huge yard, flagstone patio and gazebo with built in BBQ (2018). Side yard has turf over concrete, so if you're looking for a paved RV you have it here! Whole home water filtration system with scale blaster. Too much to list, will not disappoint."
4112 W Rimrock Dr,Glendale,AZ,85308,33.66271,-112.14771,899900.0,FOR_SALE,2023-08-25,"Stunning single story with pool, 3 car garage, and casita located in the highly sought after gated community of Yorkshire Estate. Sitting on a oversized north/south exposure lot with mountain views and backing a large park, what more could you ask for? You are welcomed  to this home by a private courtyard. Inside you will find 10' ceilings, 8' doors and open concept, split floor plan. Kitchen has granite counters, new black stainless appliances, and double island. There is an office with separate entrance which could be a 5th bedroom. Huge master suite has separate entrance to the back yard, massive ensuite and walk in closet. Backyard has a large covered patio, gorgeous pool(redone in 2020) built in grill, grassy area, access through the back fence to the park and stunning mountain views With easy access to the 101 and I-17 freeways, this homes location and amenities are sure to impress. Roof underlayment was replaced in 2019. 24kw natural gas generator is connected to the home"
201 E Carol Ann Way,Phoenix,AZ,85022,33.62825,-112.07121,850000.0,FOR_SALE,2023-08-24,"Welcome to this immaculately maintained Moon Valley home!  From the time you step through the front door this home radiates hospitality and charm.  The large family room with adjoining kitchen and dining area features vaulted ceiling, stunning wood beams, beautiful electric LED fireplace, and large kitchen island...perfect for entertaining. There is no telling what you will cook up in this spacious updated kitchen with newer refaced, soft-closing kitchen cabinets; granite countertops; Samsung stainless steel appliances, and lots of storage and counter space... perfectly designed for people who like to cook and entertain at the same time. The separate living room with adjoining dining room is additional space to entertain guests or relax after a long day. The large primary bedroom with beautifully updated en suite bath and double closets provides a wonderful place to relax at day's end and the additional two bedrooms are perfect for family, guests, in-home office, or storage. The newly updated 2nd bath with double sinks offers pool side access.  Casual poolside living can be yours to enjoy in this expansive, private, low maintenance backyard with plenty of space for outdoor living and entertaining...pebble Tec pool (with variable speed pool pump), spacious covered patio, and putting green...perfect place to hang out with family and friends or relax after a round of golf. This home boasts 4-year-old heating and cooling system; beautiful luxury vinyl flooring throughout; new exterior paint; whole house water conditioner and recirculating pump; stunning exterior landscape lighting; double-pane windows throughout, including new windows in living and dining room as well primary shower and primary bedroom slider; and much, much more.  To top it off...THIS HOME IS ENERY STAR CERTIFIED! This beautiful Moon Valley home is conveniently located to restaurants, shopping, hiking, golf, I-17 freeway and much more."
15830 S 15th Pl,Phoenix,AZ,85048,33.302345,-112.049706,850000.0,FOR_SALE,2023-08-18,"Updated pool home with a NEW A/C unit in the desirable community of The Foothills of Ahwatukee. Gorgeous mountain and golf course views. A double door entry welcomes you into the formal living and dining areas and on into a spacious open concept floor plan.NEW interior paint and neutral wood plank flooring though the lower levelChefs kitchen showcases Bosch SS appliances, Granite c-tops, kitchen island and plenty of storage spaceLower level primary suite with updated bathroom offers privacyThe private backyard offers fenced pool, covered patio and golf course views!The Foothills of Ahwatukee is a prime location close to schools, entertainment, dining and schools! Don't miss out on this one!"
4808 E Windstone Trl,Cave Creek,AZ,85331,33.758972,-111.97893,899000.0,FOR_SALE,2023-08-18,"You do not want to miss this stunning one story home in Tatum Ranch. Home features beautiful, hand laid hickory walnut wood floors throughout, 3 bedrooms + den, 2.5 bathrooms, custom paint, wooden shutters throughout, updated kitchen, and a low maintenance backyard oasis. It has everything you need to feel at home. The kitchen features a beautiful butcher block island, granite counter tops, a BRAND NEW DOUBLE OVEN, and much more. The large master suite has a separate shower and jacuzzi tub, double sinks, large walk in closet, and entry to your covered backyard patio. Enjoy your sparking pool, freshly picked fruit from mature fruit trees, or built in outdoor grill on those beautiful fall nights. Come check out your new home today!"
2316 W Villa Cassandra Dr,Phoenix,AZ,85086,33.802094,-112.11201,924900.0,FOR_SALE,2023-08-17,"This beautiful single level home is waiting for you! This spacious split floor plan is in the fabulous community of Tramonto. The main living space with fireplace is perfect for large gatherings. You will love the gourmet chef's kitchen with prep island, built-in fridge, 6 burner gas cooktop, wall oven/microwave, granite counters, Butler's pantry with wine chiller, plenty of cabinet space, dining area and walk-in pantry. Off the kitchen is the family room and small desk nook, perfect for a shared computer. Need a home office/den or media room? The bonus space off the living room is perfect for that! Down the hall you'll find 3 bedrooms; two share a bath andthe third is ensuite. On the other side of the home, is the amazing primary suite with coffee bar and fridge, wonderful sitting area w/fireplace and slider to separate patio where you can enjoy your morning coffee. The master bath has dual sinks, vanity seating, separate jetted tub/shower and enormous walk-in closet with built-ins. Relax in your private backyard oasis with extended covered patio, pergola shade structure, outdoor built-in BBQ area with sink/fridge and gas fireplace. Spacious 3 car garage to house cars and toys. Enjoy the Tramonto lifestyle with swimming pools/spa, playgrounds, grassy play area, sand volleyball/tennis/basketball courts, and multi-use paths. Conveniently located near shops, dining and hiking trails. Brand new interior paint, exterior 2021, new 5-ton AC, and leased Solar."
5434 E Campo Bello Dr,Scottsdale,AZ,85254,33.64446,-111.963036,875000.0,FOR_SALE,2023-08-15,"Welcome to this exquisite home nestled in a prime location near Kierland and the amenities of Scottsdale. Upon entering, you're greeted by the grandeur of vaulted ceilings and natural light that floods the interior through large expansive windows. Whether you're preparing a simple meal or hosting a lavish dinner party, this kitchen is sure to exceed your expectations. The master suite boasts vaulted ceilings with a walkout to the patio to your private oasis.  With North/South exposure, the centerpiece of the outdoor space is a mesmerizing pool with a rock feature. The three-car garage provides plenty of space to accommodate your vehicles and belongings. Don't miss this opportunity to make this exceptional residence a haven where you can live, entertain, and create cherished memories!"
15651 S 5th St,Phoenix,AZ,85048,33.30354,-112.065926,850000.0,FOR_SALE,2023-08-12,"Immaculately maintained residence featuring 5 bdrms, 2.5 bath, a 3-car garage, on a stunning lot in the heart of the Foothills. The interior has lots of natural light and an open-concept floor plan, highlighted by a large great room and a gourmet kitchen with granite countertops, an eat in kitchen, a charming breakfast nook, and a formal dining/living area. The downstairs master suite offers exterior access, an en-suite bathroom with a separate tub and shower, dual sinks, and a custom closet. Upstairs has three bedrooms, while the fifth bedroom has a custom built-in desk, cabinets, and an outdoor deck. The backyard is an entertainer's dream, overlooking the preserve and featuring a  pool and spa, a cozy fireplace, a built-in BBQ.  Close to shopping"
7201 N 16th Dr,Phoenix,AZ,85021,33.54243,-112.09406,924900.0,FOR_SALE,2023-08-11,"*REMODELED HOME* The work is already done for you. Discover sophisticated living in this remarkable 4-bed, 3-bath residence, prominently situated on a coveted corner lot. The exterior will captivate you w/its unique circular driveway, meticulously crafted desert landscape, and 2-car garage. You'll be delighted by the great room featuring a striking stone accent wall, recessed lighting, and beautiful flooring. Cook delicious meals in the adjoining kitchen, boasting quartz counters, white cabinetry w/crown moulding, subway tile backsplash, all new appliances, and an island w/a breakfast bar. You'll also find a cozy den ideal for an office or a reading nook. The main bedroom is a true retreat, offering plush carpet, private outdoor access, large ensuite w/dual sinks, and a walk-in closet The backyard is an entertainer's dream, w/its covered patio, artificial turf, rear entry RV gate, and storage shed. This value won't disappoint!"
13627 S 45th St,Phoenix,AZ,85044,33.32239,-111.98583,850000.0,FOR_SALE,2023-08-11,"Welcome home to this perfect 2018 Taylor Morrison home tucked away in the gated community of Agave Heights. This beautiful 2 story home boasts 4 bedrooms with one being on the lower level, plus a formal living space and great room design with a large living area and dining space, plus loft/office. This stunning home offers more than the eye can see, stainless appliances, extra-large island with stunning granite, the pantry is perfect for a chef in the gorgeous kitchen. The owner left nothing untouched and the details are amazing, spectacular master and all bathrooms have been updated, but not limited to the large covered patio and beautifully tiled yard, plus a 2 car extended garage that allows extra space for storage."
12046 S Appaloosa Dr,Phoenix,AZ,85044,33.33629,-111.99829,865000.0,FOR_SALE,2023-08-09,"Classic Equestrian Estates Custom.  Magnificently Landscaped. Terraced Tranquil Backyard with Generously Sized Pool, Ramada with Bar Seating, BBQ & Fridge, Water Features, Sport Court, Deep Covered Patio, Fruit Trees, Large Grassy Play Areas, Cozy Firepit, Shade Trees, flourishing with color abound, backdropped by an entire wall of picturesque mature grapevines. Truly a great place for relaxation and recreation. Energy efficient block construction, Circle Drive, Oversized 2 Car Garage, Travertine Floors, Custom Iron Exterior Doors, Solid Wood Core Interior Doors. Updated Baths, Granite Counters, Formal Dining & Eat-in Kitchen, Fireplace. Sizable bedrooms, Large Laundry, Side & Backyard Double Entry Gates. Wonderfully functional family home built for year-round enjoyment & entertaining."
